,Term,Category
28827,Annen operasjon på overekstremitetsarterie,PROCEDURE
28828,Perkutan okklusjon av a. axillaris,PROCEDURE
28829,Perkutan okklusjon av a. brachialis,PROCEDURE
28830,Perkutan okklusjon av annen overekstremitetsarterie,PROCEDURE
28831,Innlegging av stentgraft i a. axillaris,PROCEDURE
28832,Innlegging av stentgraft i a. brachialis,PROCEDURE
28833,Innlegging av stentgraft i annen overekstremitetsarterie,PROCEDURE
28834,Eksplorasjon av a. renalis,PROCEDURE
28835,Eksplorasjon av annen visceralarterie,PROCEDURE
28836,Ligatur av a. coeliaca og dens greiner,PROCEDURE
28837,Ligatur av a. mesenterica superior,PROCEDURE
28838,Ligatur av a. renalis,PROCEDURE
28839,Ligatur av annen visceralarterie,PROCEDURE
28840,Sutur av suprarenal eller jukstarenal bukaorta,PROCEDURE
28841,Sutur av a. coeliaca og dens greiner,PROCEDURE
28842,Sutur av a. mesenterica superior,PROCEDURE
28843,Sutur av a. renalis,PROCEDURE
28844,Sutur av annen visceralarterie,PROCEDURE
28845,Perkutan trombektomi eller embolektomi i suprarenale bukaorta,PROCEDURE
28846,Trombektomi eller embolektomi i a. mesenterica superior,PROCEDURE
28847,Perkutan trombektomi eller embolektomi i  a. mesenterica superior,PROCEDURE
28848,Trombektomi eller embolektomi i a. renalis,PROCEDURE
28849,Perkutan trombektomi eller embolektomi i nyrearterie,PROCEDURE
28850,Perkutan trombektomi eller embolektomi i nyretransplantatarterie,PROCEDURE
28851,Trombektomi eller embolektomi i annen visceralarterie,PROCEDURE
28852,Trombendarterektomi i a. coeliaca eller dens greiner,PROCEDURE
28853,Trombendarterektomi i a. mesenterica superior,PROCEDURE
28854,Trombendarterektomi i a. renalis,PROCEDURE
28855,Trombendarterektomi i annen visceralarterie,PROCEDURE
28856,Operasjon for aneurisme i supracoeliakal eller jukstarenal bukaorta,PROCEDURE
28857,Operasjon for aneurisme i a. coeliaca eller dens greiner,PROCEDURE
28858,Operasjon for aneurisme i a. mesenterica superior,PROCEDURE
28859,Operasjon for aneurisme i a. renalis,PROCEDURE
28860,Operasjon for aneurisme i annen visceralarterie,PROCEDURE
28861,Bypass fra supracoeliakal eller jukstarenal bukaorta,PROCEDURE
28862,Bypass til a. coeliaca eller dens greiner,PROCEDURE
28863,Bypass til a. mesenterica superior,PROCEDURE
28864,Bypass til a. renalis,PROCEDURE
28865,Bypass til annen visceralarterie,PROCEDURE
28866,Injeksjon av terapeutisk substans i a. coeliaca eller dens greiner,PROCEDURE
28867,Injeksjon av terapeutisk substans i a. hepatica eller dens greiner,PROCEDURE
28868,Injeksjon av terapeutisk substans i a. mesenterica superior eller dens greiner,PROCEDURE
28869,Injeksjon av terapeutisk substans i a. renalis eller dens greiner,PROCEDURE
28870,Injeksjon av terapeutisk substans i binyrearterie eller dens greiner,PROCEDURE
28871,Injeksjon av terapeutisk substans i a. mesenterica inferior eller dens greiner,PROCEDURE
28872,Injeksjon av terapeutisk substans i annen visceralarterie,PROCEDURE
28873,Transposisjon av a. mesenterica superior,PROCEDURE
28874,Transposisjon av a. renalis,PROCEDURE
28875,Transposisjon av annen visceralarterie,PROCEDURE
28876,Reimplantasjon av a. coeliaca eller dens greiner,PROCEDURE
28877,Reimplantasjon av a. mesenterica superior,PROCEDURE
28878,Reimplantasjon av a. renalis,PROCEDURE
28879,Reimplantasjon av a. mesenterica inferior,PROCEDURE
28880,Reimplantasjon av annen visceralarterie,PROCEDURE
28881,Perkutan lukking av arteriovenøs fistel i bypass til visceralarterie,PROCEDURE
28882,Arterioplastikk på a. coeliaca eller dens greiner,PROCEDURE
28883,Arterioplastikk på a. mesenterica superior,PROCEDURE
28884,Arterioplastikk på a. renalis,PROCEDURE
28885,Arterioplastikk på annen visceralarterie,PROCEDURE
28886,Perkutan angioplastikk i suprarenale bukaorta,PROCEDURE
28887,Perkutan angioplastikk på a. coeliaca eller dens greiner,PROCEDURE
28888,Perkutan angioplastikk på a. mesenterica superior,PROCEDURE
28889,Perkutan angioplastikk i bypass til visceralarterie,PROCEDURE
28890,Perkutan angioplastikk på a. renalis,PROCEDURE
28891,Perkutan angioplastikk på nyretransplantatarterie,PROCEDURE
28892,Perkutan angioplastikk på a. mesenterica inferior,PROCEDURE
28893,Perkutan angioplastikk på annen visceralarterie,PROCEDURE
28894,Innlegging av stent i suprarenale bukaorta,PROCEDURE
28895,Innlegging av stent i a. coeliaca eller dens greiner,PROCEDURE
28896,Innlegging av stent i a. mesenterica superior,PROCEDURE
28897,Innlegging av stent i bypass til visceralarterie,PROCEDURE
28898,Innlegging av stent i a. renalis,PROCEDURE
28899,Perkutan innlegging av stent i nyretransplantatarterie,PROCEDURE
28900,Innlegging av stent i a. mesenterica inferior,PROCEDURE
28901,Innlegging av stent i annen visceralarterie,PROCEDURE
28902,Fjerning av stent fra suprarenale bukaorta,PROCEDURE
28903,Fjerning av stent fra a. coeliaca eller dens greiner,PROCEDURE
28904,Fjerning av stent fra a. mesenterica superior,PROCEDURE
28905,Fjerning av stent fra a. renalis,PROCEDURE
28906,Fjerning av stent fra annen visceralarterie,PROCEDURE
28907,Endoskopisk operasjon på a. renalis,PROCEDURE
28908,Endoskopisk operasjon på annen visceralarterie,PROCEDURE
28909,Injeksjon av trombolytisk agens i a. coeliaca eller dens greiner,PROCEDURE
28910,Injeksjon av trombolytisk substans i a. hepatica,PROCEDURE
28911,Injeksjon av trombolytisk substans i a. mesenterica superior,PROCEDURE
28912,Injeksjon av trombolytisk agens i bypass til visceralarterie,PROCEDURE
28913,Injeksjon av trombolytisk subtans i a. renalis,PROCEDURE
28914,Injeksjon av trombolytisk substans i binyrearterie,PROCEDURE
28915,Injeksjon av trombolytisk substans i a. mesenterica inferior,PROCEDURE
28916,Injeksjon av trombolytisk agens i annen visceralarterie,PROCEDURE
28917,Eksplorasjon av rekonstruksjon av suprarenale aorta eller visceralarterie,PROCEDURE
28918,Trombektomi eller embolektomi i bypass fra suprarenale bukaorta eller til visceralarterie,PROCEDURE
28919,Lukking av arteriovenøs fistel i bypass fra suprarenale bukaorta eller til visceralarterie,PROCEDURE
28920,Arterioplastikk i bypass fra suprarenale bukaorta eller til visceralarterie,PROCEDURE
28921,Fjerning av stent fra bypass fra suprarenale bukaorta eller til visceralarterie,PROCEDURE
28922,Endoskopisk operasjon på bypass fra suprarenale bukaorta eller til visceralarterie,PROCEDURE
28923,Annen ny operasjon etter tidligere rekonstruksjon av suprarenale bukaorta eller visceralarterie,PROCEDURE
28924,Annen bildeveiledet intervensjon på suprarenale bukaorta eller visceralarterie,PROCEDURE
28925,Annen bildeveiledet intervensjon etter tidligere rekonstruksjon av suprarenale bukaorta eller visceralarterie,PROCEDURE
28926,Annen operasjon på suprarenale bukaorta eller visceralarterie,PROCEDURE
28927,Perkutan okklusjon av a. coeliaca eller dens greiner,PROCEDURE
28928,Perkutan okklusjon av a. hepatica,PROCEDURE
28929,Perkutan okklusjon av a. lienalis,PROCEDURE
28930,Perkutan okklusjon av a. gastroduodenalis,PROCEDURE
28931,Perkutan okklusjon av a. gastrica sinistra,PROCEDURE
28932,Perkutan okklusjon av a. mesenterica superior,PROCEDURE
28933,Perkutan okklusjon av a. renalis,PROCEDURE
28934,Perkutan okklusjon av a. mesenterica inferior,PROCEDURE
28935,Perkutan okklusjon av annen visceralarterie,PROCEDURE
28936,Innlegging av stentgraft i suprarenale bukaorta,PROCEDURE
28937,"Innlegging av bifurkert stentgraft i bukaorta og iliakalarterier, med åpninger til visceralarterier",PROCEDURE
28938,"Innlegging av bifurkert stentgraft i bukaorta og iliakalarterier, med forgreninger til visceralarterier",PROCEDURE
28939,Innlegging av stentgraft i a. coeliaca eller dens greiner,PROCEDURE
28940,Innlegging av stentgraft i a. mesenterica superior,PROCEDURE
28941,Innlegging av stentgraft i a. renalis,PROCEDURE
28942,Innlegging av stentgraft i annen visceralarterie,PROCEDURE
28943,Eksplorasjon av infrarenale bukaorta,PROCEDURE
28944,Eksplorasjon av iliakalarterie,PROCEDURE
28945,Sutur av infrarenale bukaorta,PROCEDURE
28946,Sutur av iliakalarterie,PROCEDURE
28947,Trombektomi eller embolektomi i infrarenale bukaorta,PROCEDURE
28948,Perkutan trombektomi eller embolektomi i infrarenale bukaorta,PROCEDURE
28949,Trombektomi eller embolektomi i iliakalarterie,PROCEDURE
28950,Perkutan trombektomi eller embolektomi i iliakalarterie,PROCEDURE
28951,Trombendarterektomi i infrarenale bukaorta,PROCEDURE
28952,Trombendarterektomi i iliakalarterie,PROCEDURE
28953,Operasjon på infrarenale bukaorta for aneurisme,PROCEDURE
28954,Bypass fra aorta til iliakalarterie for aneurisme,PROCEDURE
28955,Bypass fra aorta til bilaterale iliakalarterier for aneurisme,PROCEDURE
28956,Bypass fra aorta til iliakalarterie og kontralateral a. femoralis for aneurisme,PROCEDURE
28957,Bypass fra aorta til a. femoralis for aneurisme,PROCEDURE
28958,Bypass fra aorta til a. femoralis bilateralt for aneurisme,PROCEDURE
28959,Operasjon på iliakalarterie for aneurisme,PROCEDURE
28960,Bypass fra iliakalarterie til a. femoralis for aneurisme,PROCEDURE
28961,Annen operasjon for aneurisme i infrarenale bukaorta eller iliakalarterie,PROCEDURE
28962,Bypass fra infrarenale bukaorta,PROCEDURE
28963,Bypass fra aorta til iliakalarterie,PROCEDURE
28964,Bypass fra aorta til bilaterale iliakalarterier,PROCEDURE
28965,Bypass fra aorta til iliakal og kontralateral a. femoralis,PROCEDURE
28966,Bypass fra aorta til a. femoralis,PROCEDURE
28967,Bilateral bypass fra aorta til a. femoralis,PROCEDURE
28968,Bypass fra iliakalarterie,PROCEDURE
28969,Bypass fra iliakal til a. femoralis,PROCEDURE
28970,Annen bypass fra bukaorta eller iliakalarterie,PROCEDURE
28971,Injeksjon av terapeutisk substans i a. uterina,PROCEDURE
28972,Perkutan lukking av arteriovenøs fistel i bypass fra infrarenale bukaorta eller iliakalarterie,PROCEDURE
28973,Arterioplastikk på infrarenale bukaorta,PROCEDURE
28974,Arterioplastikk på iliakalarterie,PROCEDURE
28975,Perkutan angioplastikk på infrarenale bukaorta,PROCEDURE
28976,Perkutan angioplastikk på a. iliaca communis,PROCEDURE
28977,Perkutan angioplastikk på a. iliaca interna,PROCEDURE
28978,Perkutan angioplastikk på a. iliaca eksterna,PROCEDURE
28979,Perkutan angioplastikk på bypass fra infrarenale bukaorta eller iliakalarterie,PROCEDURE
28980,Innlegging av stent i infrarenale bukaorta,PROCEDURE
28981,Innlegging av stent i a. iliaca communis,PROCEDURE
28982,Innlegging av stent i a. iliaca interna,PROCEDURE
28983,Innlegging av stent i a. iliaca eksterna,PROCEDURE
28984,Innlegging av stent i bypass fra infrarenale bukaorta eller iliakalarterie,PROCEDURE
28985,Fjerning av stent fra infrarenale bukaorta,PROCEDURE
28986,Fjerning av stent fra iliakalarterie,PROCEDURE
28987,Endoskopisk operasjon på infrarenale bukaorta,PROCEDURE
28988,Endoskopisk operasjon på iliakalarterie,PROCEDURE
28989,Injeksjon av trombolytisk substans i infrarenale bukaorta,PROCEDURE
28990,Injeksjon av trombolytisk substans i a. iliaca communis,PROCEDURE
28991,Injeksjon av trombolytisk substans i a. iliaca interna,PROCEDURE
28992,Injeksjon av trombolytisk substans i a. uterina,PROCEDURE
28993,Injeksjon av trombolytisk substans i a. iliaca eksterna,PROCEDURE
28994,Injeksjon av trombolytisk agens i bypass fra infrarenale bukaorta eller iliakalarterie,PROCEDURE
28995,Eksplorasjon av rekonstruksjon av infrarenale aorta eller iliakalarterie,PROCEDURE
28996,Trombektomi eller embolektomi i bypass fra infrarenale bukaorta eller iliakalarterie,PROCEDURE
28997,Lukking av arteriovenøs fistel i bypass fra infrarenale bukaorta eller iliakalarterie,PROCEDURE
28998,Arterioplastikk på bypass fra infrarenale bukaorta eller iliakalarterie,PROCEDURE
28999,Fjerning av stent fra bypass fra infrarenale bukaorta eller iliakalarterie,PROCEDURE
29000,Endoskopisk operasjon på bypass fra infrarenale bukaorta eller iliakalarterie,PROCEDURE
29001,Eksisjon av bypass fra infrarenale bukaorta eller iliakalarterie,PROCEDURE
29002,"Annen ny operasjon etter tidligere rekonstruksjon av infrarenale bukaorta, iliakalarterier eller distal forbindelse",PROCEDURE
29003,Annen bildeveiledet intervensjon på infrarenale bukaorta eller iliakalarterie og distal forbindelse,PROCEDURE
29004,"Annen bildeveiledet intervensjon etter tidligere rekonstruksjon av infrarenale bukaorta, iliakalarterier eller distal forbindelse",PROCEDURE
29005,Annen operasjon på infrarenale bukaorta eller iliakalarterie og distal forbindelse,PROCEDURE
29006,Perkutan okklusjon av infrarenale bukaorta,PROCEDURE
29007,Perkutan innlegging av midlertidig okklusjonsballong i infrarenale bukaorta,PROCEDURE
29008,Perkutan okklusjon av a. iliaca communis,PROCEDURE
29009,Perkutan okklusjon av a. iliaca interna,PROCEDURE
29010,Perkutan okklusjon av a. uterina,PROCEDURE
29011,Embolisering av a. prostatica,PROCEDURE
29012,Perkutan okklusjon av a. iliaca eksterna,PROCEDURE
29013,Perkutan okklusjon av a. epigastrica inferior,PROCEDURE
29014,Innlegging av stentgraft i infrarenale bukaorta,PROCEDURE
29015,Innlegging av unilateralt stentgraft i infrarenale bukaorta og iliacalarterie,PROCEDURE
29016,Innlegging av bifurkert stentgraft i infrarenale bukaorta og iliacalarterier,PROCEDURE
29017,"Innlegging av bifurkert stentgraft i infrarenale bukaorta og iliakalarterier, med forgreninger til arteria iliaca interna",PROCEDURE
29018,Innlegging av stentgraft i a. iliaca communis,PROCEDURE
29019,Innlegging av stentgraft i iliakalarterie med bifurkasjon til a. iliaca interna,PROCEDURE
29020,Innlegging av stentgraft i a. iliaca interna,PROCEDURE
29021,Innlegging av stentgraft i a. iliaca eksterna,PROCEDURE
29022,Eksplorasjon av a. femoralis communis,PROCEDURE
29023,Eksplorasjon av a. profunda femoris,PROCEDURE
29024,Eksplorasjon av a. femoralis superficialis,PROCEDURE
29025,Sutur av a. femoralis communis,PROCEDURE
29026,Perkutan lukning av innstikkstedet i a. femoralis,PROCEDURE
29027,Sutur av a. profunda femoris,PROCEDURE
29028,Sutur av a. femoralis superficialis,PROCEDURE
29029,Trombektomi eller embolektomi i a. femoralis communis,PROCEDURE
29030,Endovaskulær trombektomi eller embolektomi i a. femorialis ,PROCEDURE
29031,Trombektomi eller embolektomi i a. profunda femoris,PROCEDURE
29032,Trombektomi eller embolektomi i a. femoralis superficialis,PROCEDURE
29033,Trombendarterektomi i a. femoralis communis,PROCEDURE
29034,Trombendarterektomi i a. profunda femoris,PROCEDURE
29035,Trombendarterektomi i a. femoralis superficialis,PROCEDURE
29036,Operasjon for aneurisme i a. femoralis communis,PROCEDURE
29037,Operasjon for aneurisme i a. profunda femoris,PROCEDURE
29038,Operasjon for aneurisme i a. femoralis superficialis,PROCEDURE
29039,Bypass fra a. femoralis communis,PROCEDURE
29040,Bypass fra a. profunda femoris,PROCEDURE
29041,Bypass fra a. femoralis superficialis,PROCEDURE
29042,Bypass fra a. femoralis til a. poplitea ovenfor kneleddslinjen,PROCEDURE
29043,Bypass fra a. femoralis til a. poplitea nedenfor kneleddslinjen,PROCEDURE
29044,Konstruksjon av arteriovenøs fistel fra a. femoralis,PROCEDURE
29045,Lukking av arteriovenøs fistel fra a. femoralis,PROCEDURE
29046,Perkutan lukking av arteriovenøs fistel fra bypass fra a. femoralis til a. poplitea,PROCEDURE
29047,Arterioplastikk på a. femoralis communis,PROCEDURE
29048,Arterioplastikk på a. profunda femoris,PROCEDURE
29049,Arterioplastikk på a. femoralis superficialis,PROCEDURE
29050,Perkutan angioplastikk på a. femoralis communis,PROCEDURE
29051,Perkutan angioplastikk på a. profunda femoris,PROCEDURE
29052,Perkutan angioplastikk på a. femoralis superficialis,PROCEDURE
29053,Perkutan angioplastikk på bypass fra a. femoralis til a. poplitea,PROCEDURE
29054,Innlegging av stent i a. femoralis communis,PROCEDURE
29055,Innlegging av stent i a. profunda femoris,PROCEDURE
29056,Innlegging av stent i a. femoralis superficialis,PROCEDURE
29057,Innlegging av stent i bypass fra a. femoralis til a. poplitea,PROCEDURE
29058,Fjerning av stent fra a. femoralis communis,PROCEDURE
29059,Fjerning av stent fra a. profunda femoris,PROCEDURE
29060,Fjerning av stent fra a. femoralis superficialis,PROCEDURE
29061,Endoskopisk operasjon på a. femoralis communis,PROCEDURE
29062,Endoskopisk operasjon på a. profunda femoris,PROCEDURE
29063,Endoskopisk operasjon på a. femoralis superficialis,PROCEDURE
29064,Injeksjon av trombolytisk agens i a. femoralis communis,PROCEDURE
29065,Injeksjon av trombolytisk agens i a. profunda femoris,PROCEDURE
29066,Injeksjon av trombolytisk agens i a. femoralis superficialis,PROCEDURE
29067,Injeksjon av trombolytisk agens i bypass fra a. femoralis til a. poplitea,PROCEDURE
29068,Eksplorasjon av rekonstruksjon av a. femoralis med greiner og forbindelse til a. poplitea,PROCEDURE
29069,Trombektomi eller embolektomi i bypass fra a. femoralis til a. poplitea,PROCEDURE
29070,Operasjon for aneurisme i bypass fra a. femoralis til a. poplitea,PROCEDURE
29071,Lukking av arteriovenøs fistel fra bypass fra a. femoralis til a. poplitea,PROCEDURE
29072,Arterioplastikk på bypass fra a. femoralis til a. poplitea,PROCEDURE
29073,Fjerning av stent fra bypass fra a. femoralis til a. poplitea,PROCEDURE
29074,Endoskopisk operasjon på bypass fra a. femoralis til a. poplitea,PROCEDURE
29075,Eksisjon av bypass fra a. femoralis til a. poplitea,PROCEDURE
29076,Ligatur av bypass fra a. femoralis til a. poplitea,PROCEDURE
29077,Annen ny operasjon etter tidligere rekonstruksjon av a. femoralis med greiner eller forbindelse til a. poplitea,PROCEDURE
29078,Annen bildeveiledet intervensjon på a. femoralis med greiner og forbindelse til a. poplitea,PROCEDURE
29079,Annen operasjon på a. femoralis med greiner og forbindelse til a. poplitea,PROCEDURE
29080,Perkutan okklusjon av a. femoralis communis,PROCEDURE
29081,Perkutan okklusjon av a. profunda femoris,PROCEDURE
29082,Perkutan okklusjon av a. femoralis superficialis,PROCEDURE
29083,Innlegging av stentgraft i a. femoralis communis,PROCEDURE
29084,Innlegging av stentgraft i a. profunda femoris,PROCEDURE
29085,Innlegging av stentgraft i a. femoralis superficialis,PROCEDURE
29086,Eksplorasjon av a. poplitea,PROCEDURE
29087,Eksplorasjon av arterie i legg eller fot,PROCEDURE
